event_id,section,role,sentence,positive,negative,neutral
0,Prepared remarks,management,"Good afternoon, and thanks to everyone for joining us today.",0.792252779006958,0.0148050207644701,0.19294215738773346
0,Prepared remarks,management,"Speaking first is Apple's CEO, Tim Cook, and he'll be followed by CFO, Luca Maestri.",0.033869680017232895,0.03599358722567558,0.9301366806030273
0,Prepared remarks,management,"After that, we'll open the call to questions from analysts.",0.07257448881864548,0.01596076972782612,0.9114646911621094
0,Prepared remarks,management,"Please note that some of the information you'll hear during our discussion will consist of forward-looking statements, including without limitation, those regarding revenue, growth margins, operating expenses, other income and expense, taxes, future business outlook, and plans for capital return and debt issuance.",0.03907368332147598,0.017664067447185516,0.9432622194290161
0,Prepared remarks,management,Actual results or trends could differ materially from our forecast.,0.03618611767888069,0.5397964715957642,0.42401739954948425
0,Prepared remarks,management,"For more information, please refer to the risk factors discussed in Apples Form 10-K for 2015, the Form 10-Q for the first quarter of FY16, and the Form 8-K filed with the SEC today, along with the Associated Press release.",0.02462443709373474,0.02718004770576954,0.9481955170631409
0,Prepared remarks,management,"Apple assumes no obligation to update any forward-looking statements or information, which speak as of their respective date.",0.016065161675214767,0.041956569999456406,0.9419783353805542
0,Prepared remarks,management,"In addition, today's comments will refer to a metric we describe as the purchase value of services tied to our installed base.",0.09431270509958267,0.0108890850096941,0.894798219203949
0,Prepared remarks,management,"This is a non-GAAP measure, and a reconciliation to the corresponding GAAP measure can be found on our investor relations website at Apple.com/investor.",0.03104817122220993,0.01767653040587902,0.9512752890586853
0,Prepared remarks,management,I'd now like to turn the call over to Tim for introductory remarks.,0.06635018438100815,0.01199856773018837,0.9216512441635132
0,Prepared remarks,management,"Thanks, Nancy, and good afternoon, everyone, and thank you for joining us.",0.38055500388145447,0.018108520656824112,0.6013364791870117
0,Prepared remarks,management,"Today, we're reporting the results of a very busy and challenging quarter, and we're also announcing an update to our capital return program.",0.26594388484954834,0.146773561835289,0.5872825980186462
0,Prepared remarks,management,"Revenue for the quarter was $50.6 billion, which was within our guidance range.",0.6538178324699402,0.1425146460533142,0.2036675214767456
0,Prepared remarks,management,"Despite the pause in our growth, our results reflect excellent execution by our team in the face of ongoing macroeconomic headwinds in much of the world, and difficult year-over-year comparisons.",0.8516587615013123,0.12297341227531433,0.02536778151988983
0,Prepared remarks,management,We saw continued currency weakness in the vast majority of our international markets.,0.014210280030965805,0.96426922082901,0.021520450711250305
0,Prepared remarks,management,"In constant currency, our revenue declined by 9% from last year, 400 basis points less than the reported decline of 13%.",0.007289875764399767,0.9760631918907166,0.01664693094789982
0,Prepared remarks,management,"For the first half of the fiscal year, our revenue in constant currency was up 1% year-on-year.",0.9596998691558838,0.017092501744627953,0.023207612335681915
0,Prepared remarks,management,"Despite challenges, there were a number of encouraging signs during the quarter.",0.9518440365791321,0.023375721648335457,0.024780286476016045
0,Prepared remarks,management,Our installed base of over 1 billion active devices continued to grow strongly.,0.9530179500579834,0.014566016383469105,0.03241603448987007
0,Prepared remarks,management,"We added a huge number of Android switchers and new-to-Mac customers, and we generated very strong growth from services.",0.9344049096107483,0.011710516177117825,0.053884584456682205
0,Prepared remarks,management,"We sold 51.2 million iPhones in the quarter, consistent with the range of our own expectations, but lower than the exceptional year-ago quarter, when we saw an acceleration in iPhone upgrades, and 40% iPhone sales growth over the previous year.",0.0763561874628067,0.9012669324874878,0.022376779466867447
0,Prepared remarks,management,"To provide some additional color, iPhone sales come from three sources: Customers who upgrade from previous iPhone models, customers who switch from Android and other operating systems, and customers who purchase a smart phone for the first time.",0.12558305263519287,0.013617723248898983,0.8607991933822632
0,Prepared remarks,management,"As we look at each of these three sources of iPhone sales, we see a business that is healthy and strong.",0.7362282276153564,0.009753810241818428,0.25401800870895386
0,Prepared remarks,management,"First, from an upgrade perspective, during the first half of this year, the upgrade rate for the iPhone 6s cycle has been slightly higher than what we experienced in the iPhone 5s cycle two years ago, but it is lower than the accelerated upgrade rate we saw with iPhone 6, which as you know, was a big contributor to our phenomenal revenue growth a year ago.",0.827591598033905,0.10769634693861008,0.06471211463212967
0,Prepared remarks,management,"Most importantly, our customers are incredibly loyal.",0.5825986266136169,0.010440628044307232,0.4069608151912689
0,Prepared remarks,management,"A recent Kantar survey of US smart phone purchasers indicated a 95% iPhone loyalty rate, the highest ever measured for any smart phone.",0.9201153516769409,0.01567661203444004,0.06420807540416718
0,Prepared remarks,management,"Second, we continued to see a very high level of customers switching to iPhone from Android and other operating systems.",0.9002350568771362,0.03478820621967316,0.06497672200202942
0,Prepared remarks,management,"In fact, we added more switchers from Android and other platforms in the first half of this year than any other six-month period ever.",0.7188406586647034,0.024642571806907654,0.2565167546272278
0,Prepared remarks,management,"And third, with only 42% smart phone penetration of the global handset market today, iPhone is still attracting millions of first-time smart phone buyers each quarter, especially from emerging markets.",0.4589685797691345,0.09102808684110641,0.45000332593917847
0,Prepared remarks,management,"For example, in India, our iPhone sales were up 56% from a year ago.",0.9597102999687195,0.016999537125229836,0.023290127515792847
0,Prepared remarks,management,"Next, I'd like to talk about services, which was our second-largest revenue generating category during the quarter.",0.06795564293861389,0.02400021441280842,0.908044159412384
0,Prepared remarks,management,"Setting aside the amount we received from a patent settlement in the December quarter, the March quarter services revenue was our highest ever.",0.9437969326972961,0.021341916173696518,0.03486119210720062
0,Prepared remarks,management,Services revenue jumped 20% to $6 billion.,0.9544944763183594,0.02011857181787491,0.02538694068789482
0,Prepared remarks,management,"App Store revenue was up 35% to beat last quarter's all-time record, and Apple Music continues to grow in popularity with over 13 million paying subscribers today.",0.955394983291626,0.01699608564376831,0.027608877047896385
0,Prepared remarks,management,"We feel really great about the early success of Apple's first subscription business, and our Music revenue has now hit an inflection point after many quarters of decline.",0.9518835544586182,0.02037048526108265,0.027745991945266724
0,Prepared remarks,management,"The services business is powered by our huge installed base of active device, which crossed 1 billion units earlier this year.",0.47260338068008423,0.007778191938996315,0.5196183919906616
0,Prepared remarks,management,"As we discussed on this call in January, those 1 billion-plus active devices are a source of recurring revenue that is growing independent of the unit shipments we report every three months.",0.6282788515090942,0.013372236862778664,0.3583489656448364
0,Prepared remarks,management,"In fact, the purchase value of services tied to our installed base was a record $9.9 billion in the March quarter, up 27% over last year, accelerating from the 24% growth rate we reported in the December quarter.",0.9559586644172668,0.02196900174021721,0.022072311490774155
0,Prepared remarks,management,"The reach of Apple Pay also continues to expand, following a very successful launch in China in the March quarter, and last week's roll-out in Singapore.",0.940643310546875,0.010210249572992325,0.04914654418826103
0,Prepared remarks,management,"Apple Pay is growing at a tremendous rate, with more than 5 times the transaction volume of a year ago, and 1 million new users per week.",0.882906436920166,0.00904766283929348,0.10804594308137894
0,Prepared remarks,management,"There are more than 10 million contactless ready locations in the countries where Apple Pay has launched today, including over 2.5 million locations now accepting Apple Pay in the United States, and more expansion of Apple Pay is coming soon.",0.5052064061164856,0.010081403888761997,0.4847122132778168
0,Prepared remarks,management,"Turning to the Mac, we met our sell-in expectations, in addition to reducing channel inventory by about 100,000 unites.",0.7399305701255798,0.15994767844676971,0.10012168437242508
0,Prepared remarks,management,"Overall, the Mac continues to attract a large percentage of new customers.",0.9300686120986938,0.009314075112342834,0.06061730906367302
